8.920000000000000000e+02 4.482929155238423169e-01 6.058867849592185495e-01
9.180000000000000000e+02 -7.030820943773805620e-01 -1.461490374041477525e-01
8.310000000000000000e+02 -9.021580374563821225e-01 3.903302488289140532e-02
1.700000000000000000e+02 8.053146892283064018e-01 5.325259367096097929e-01
8.280000000000000000e+02 -9.733081873623296021e-01 1.543368094789997758e-01
9.120000000000000000e+02 -8.296583836211277596e-01 -5.043779341198419836e-02
5.330000000000000000e+02 -6.229754600386840924e-01 -1.725977844256952332e-01
1.960000000000000000e+02 3.394257345930836167e-01 5.806273545862206120e-01
9.060000000000000000e+02 -9.676918497653534956e-01 1.441919743756816252e-01
8.760000000000000000e+02 6.945121643811887902e-01 6.065769880169202821e-01
2.540000000000000000e+02 6.918812630633661698e-01 6.076829999790053227e-01
4.930000000000000000e+02 6.004628550926686126e-01 6.291705158403668730e-01
7.460000000000000000e+02 -1.071921201096308618e+00 3.855175504769599026e-01
3.940000000000000000e+02 1.007082765234302402e+00 2.397283159686288967e-01
4.110000000000000000e+02 6.674071507157360861e-01 6.166163361844965163e-01
4.890000000000000000e+02 6.636111914909305076e-01 6.177861482302564600e-01
1.050000000000000000e+02 5.876794813545676011e-01 6.297111278470411966e-01
5.130000000000000000e+02 -1.068571653751306583e+00 3.655606643427598001e-01
9.210000000000000000e+02 -6.409168224139212278e-01 -1.686625303766166595e-01
9.520000000000000000e+02 7.252754038506943335e-01 5.914833385644180375e-01
4.180000000000000000e+02 5.592418129586429476e-01 6.289450820760583705e-01
1.000000000000000000e+02 6.661343487061274216e-01 6.170149492566748828e-01
8.000000000000000000e+02 6.648799976440125103e-01 6.174014915654281177e-01
5.300000000000000000e+02 -6.856321399636089442e-01 -1.539434687860268269e-01
3.600000000000000000e+01 4.575350460021299082e-01 6.084976982556319358e-01
9.730000000000000000e+02 3.693779331878274119e-01 5.862321086169182127e-01
4.370000000000000000e+02 -1.026911477950349205e+00 2.607100652780683370e-01
3.400000000000000000e+02 5.626157879630488967e-01 6.291729799117077304e-01
6.500000000000000000e+01 -6.521700311068645561e-01 -1.656386030708917045e-01
7.060000000000000000e+02 9.851252543113644400e-01 2.826357043139898217e-01
4.980000000000000000e+02 5.269507541713800425e-01 6.250329604628107605e-01
2.150000000000000000e+02 -7.670140581337914210e-01 -1.068145947197709361e-01
9.590000000000000000e+02 6.098787925276717425e-01 6.284062393211856667e-01
6.850000000000000000e+02 -6.967347697169570253e-01 -1.491235001901957125e-01
9.370000000000000000e+02 1.040894613015429737e+00 1.678740230421344737e-01
6.450000000000000000e+02 6.560724573933059967e-01 6.199408475010279584e-01
8.100000000000000000e+01 1.054243793293361486e+00 1.373986620903937250e-01
1.260000000000000000e+02 -1.024957691366814361e+00 2.565088145283383469e-01
1.880000000000000000e+02 5.114096720324179390e-01 6.221298423602502625e-01
3.800000000000000000e+02 -5.659306790786513552e-01 -1.787053731088281416e-01
4.300000000000000000e+01 1.543334778585435385e-02 5.466303199084796560e-01
2.810000000000000000e+02 -1.038585265683908299e+00 2.864460382890484658e-01
6.390000000000000000e+02 7.600715618723363765e-01 5.694521529162722695e-01
6.180000000000000000e+02 -4.041690189276961331e-01 -1.672266690522508925e-01
1.990000000000000000e+02 -1.576695857032504866e-01 5.345807507942974546e-01
9.160000000000000000e+02 -7.444857369261045354e-01 -1.226787847175200147e-01
4.450000000000000000e+02 -8.380811711885363113e-01 -4.141905779704665308e-02
3.200000000000000000e+01 5.180754587298518343e-01 6.234487809396428437e-01
8.980000000000000000e+02 1.291178928313870544e-01 5.557795686542567060e-01
1.190000000000000000e+02 2.917802984367950936e-01 5.732937958809086743e-01
2.090000000000000000e+02 -8.986002431746088481e-01 3.400154522997846790e-02
2.740000000000000000e+02 3.271328013901690368e-01 5.785734873733017203e-01
6.600000000000000000e+02 4.229208333030348155e-01 5.988622039082045490e-01
9.650000000000000000e+02 5.214160082114281947e-01 6.240687560536625211e-01
4.160000000000000000e+02 5.888383929875256051e-01 6.296853296839721725e-01
4.700000000000000000e+02 1.050427210106163356e+00 1.462514702842951375e-01
2.040000000000000000e+02 -1.019130250397843884e+00 2.441385500525496410e-01
4.900000000000000000e+01 -1.005597900941954004e+00 2.162788202105621893e-01
5.410000000000000000e+02 -3.500593923393582330e-01 -1.613982188758899539e-01
7.030000000000000000e+02 1.058084214992320193e+00 1.283620016936957153e-01
3.220000000000000000e+02 8.770653257144125359e-01 4.534827619719494773e-01
7.440000000000000000e+02 -5.098562929359861107e-01 5.113307834208151714e-01
7.840000000000000000e+02 9.797075761482919587e-01 2.927812552819470393e-01
2.660000000000000000e+02 5.080666171002391485e-01 6.214290717424385546e-01
8.970000000000000000e+02 2.659440689914871481e-01 5.699023046211767474e-01
8.030000000000000000e+02 6.170016486420825119e-01 6.276173260419702915e-01
4.420000000000000000e+02 -9.057025040594111065e-01 4.411343895814346522e-02
1.620000000000000000e+02 9.760959528353241321e-01 2.994487353849133449e-01
5.320000000000000000e+02 -6.441386265165242042e-01 -1.678416288077936580e-01
1.440000000000000000e+02 -6.262527704370770554e-01 -1.719576831566040631e-01
8.100000000000000000e+02 5.136437983914063921e-01 6.225837541563015165e-01
5.890000000000000000e+02 -8.401185109940887408e-01 4.822782981323755491e-01
3.670000000000000000e+02 -8.431628679582867658e-01 -3.580717859096081701e-02
4.880000000000000000e+02 6.801976589795741823e-01 6.122507457496535466e-01
1.080000000000000000e+02 5.435895419514303883e-01 6.274291960944921032e-01
8.550000000000000000e+02 5.278850791009133125e-01 -9.926721120106338225e-02
8.640000000000000000e+02 9.287611030417504132e-01 3.798792315228537997e-01
5.290000000000000000e+02 -7.062469603507267601e-01 -1.446055442493765775e-01
5.270000000000000000e+02 -7.476849298408306810e-01 -1.205621982730465253e-01
2.730000000000000000e+02 3.721765278109326336e-01 5.868052314578154904e-01
2.120000000000000000e+02 -8.313262422141856067e-01 -4.867979597471758235e-02
