9.330000000000000071e+00 1.836816396018406128e-01 3.367057231063187994e-01
4.530000000000000249e+00 1.714927678560029256e-01 1.091205751518545375e+00
7.754999999999999893e+00 1.026514540307242318e-01 1.966548881715262320e+00
3.024999999999999911e+00 9.042206443303635321e-02 2.119479134686180988e+00
4.499999999999999833e-02 1.884014460812516722e-01 3.439062732627407581e-01
6.995000000000000107e+00 1.835955912294310599e-01 3.391722373196813800e-01
5.964999999999999858e+00 1.392663365063696035e-01 1.899049626450936223e+00
3.425000000000000266e+00 1.994907856646348232e-01 1.508957115522847614e-01
1.110000000000000098e+00 1.960923750843666657e-01 1.950475502953076812e-01
3.669999999999999929e+00 1.303315567864912483e-01 2.152724113342436407e+00
9.650000000000000355e+00 9.964704069430216360e-02 2.643200257428516942e+00
5.639999999999999680e+00 1.576952090574868515e-01 1.354240739169056740e+00
2.399999999999999911e+00 1.637299918312084546e-01 1.045364641727346333e+00
4.400000000000000355e+00 1.390569886535845123e-01 1.586206274145596895e+00
2.354999999999999982e+00 1.792259169239817096e-01 4.719515674311775544e-01
1.979999999999999982e+00 1.143995237148841826e-01 1.832571737582973759e+00
8.480000000000000426e+00 1.000376782690845789e-01 2.640664922483431543e+00
7.150000000000000355e+00 1.345323212448833461e-01 2.044010022651896019e+00
3.575000000000000178e+00 1.581881706473327875e-01 1.247347620907784060e+00
2.515000000000000124e+00 1.291206259449348137e-01 2.174913200475137920e+00
5.764999999999999680e+00 2.008452243393485659e-01 1.451356535105519374e-01
7.040000000000000036e+00 1.701005152959348954e-01 8.080335025624197920e-01
1.485000000000000098e+00 1.035895050313274945e-01 2.570514020560469515e+00
6.490000000000000213e+00 8.537378314301259652e-02 2.201820192879345939e+00
7.100000000000000533e+00 1.486567897427718832e-01 1.587503457244077154e+00
2.350000000000000144e-01 1.268759842637663671e-01 2.175946324762856321e+00
3.135000000000000231e+00 1.131070602753107557e-01 1.850294854275516210e+00
1.459999999999999964e+00 1.082920813288279216e-01 2.528258793206563215e+00
2.510000000000000231e+00 1.303184869615882924e-01 2.143981003979221978e+00
4.860000000000000320e+00 1.242521525494469370e-01 2.305698483340223426e+00
7.149999999999999689e-01 9.202574626678056147e-02 2.090708792862364440e+00
7.214999999999999858e+00 1.193792280797782851e-01 2.409604555711104101e+00
1.000000000000000056e-01 1.685164188804383900e-01 9.090790115296337737e-01
6.334999999999999964e+00 7.813885465762783478e-02 2.525429403282812402e+00
1.090000000000000080e+00 1.824688822721963477e-01 7.178251246683808873e-01
4.469999999999999751e+00 1.566723199389412347e-01 1.368248292269354849e+00
6.500000000000000000e+00 8.672810103472816667e-02 2.178257478299360894e+00
8.745000000000000995e+00 7.830345321749816734e-02 2.383352464931756121e+00
7.669999999999999929e+00 8.704305169867024294e-02 2.172989051069083910e+00
7.270000000000000462e+00 1.080243555457657822e-01 2.575529325472649234e+00
5.115000000000000213e+00 8.153125218013025644e-02 2.600463908080665298e+00
7.230000000000000426e+00 1.161729967960529880e-01 2.465779372773441391e+00
5.105000000000000426e+00 8.243235119716167680e-02 2.611933866664891468e+00
3.300000000000000266e+00 1.551158764326661388e-01 1.388314031813290716e+00
2.294999999999999929e+00 1.965317605867711592e-01 1.814795140352807035e-01
9.075000000000001066e+00 1.408301105819103893e-01 1.569069653643050399e+00
4.520000000000000462e+00 1.688861854197787338e-01 1.151662601267933850e+00
9.050000000000000711e+00 1.343204784092499326e-01 1.639023726122904590e+00
3.385000000000000231e+00 1.769177649880878944e-01 9.374049532393234907e-01
2.615000000000000213e+00 1.077230680243690952e-01 2.556556319140293798e+00
3.625000000000000000e+00 1.420691701437993559e-01 1.803704867263841383e+00
6.985000000000000320e+00 1.862265128250937263e-01 2.864769378492362240e-01
8.324999999999999289e+00 1.326592093117912874e-01 2.098186468497767354e+00
4.259999999999999787e+00 1.039554219230341414e-01 1.950176601850039715e+00
2.449999999999999956e-01 1.245799843741158541e-01 2.226500318398505041e+00
6.084999999999999964e+00 1.116210537950189097e-01 2.531247967735648086e+00
6.875000000000000000e+00 1.750023330637358321e-01 9.991562490501222360e-01
6.515000000000000568e+00 8.895253317699321205e-02 2.142592250215801020e+00
9.275000000000000355e+00 1.996129249188988986e-01 1.551865585156291250e-01
