# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.130796623229980469e+01 3.361069824218750000e+03 1.458113098144531250e+01 1.120873901367187500e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 7.053178548812866211e-02 5.450732540339231491e-03 4.675010740756988525e-01 1.031301617622375488e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 6.937582511454820633e-03 6.834200466983020306e-04 7.053178548812866211e-02 5.450732540339231491e-03 4.675010740756988525e-01 1.031301617622375488e-01 6.937581580132246017e-03 6.834199884906411171e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+03 1.747079542838037014e-03 3.577977768145501614e-04 9.401046670973300934e-03 3.241352969780564308e-03 4.771184623241424561e-01 9.989996254444122314e-02 1.747078960761427879e-03 3.577976603992283344e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+03 5.333451554179191589e-03 1.124313334003090858e-03 3.924605553038418293e-04 1.552997127873823047e-04 4.077381193637847900e-01 8.204261958599090576e-02 5.333452485501766205e-03 1.124313566833734512e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+03 1.020022947341203690e-02 1.895802561193704605e-03 1.520900405012071133e-03 2.112933725584298372e-04 3.544280230998992920e-01 6.916479021310806274e-02 1.020023040473461151e-02 1.895802794024348259e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+03 1.223049126565456390e-02 2.284742193296551704e-03 1.541003626925885328e-07 6.885481070639798418e-06 3.264540433883666992e-01 6.185885146260261536e-02 1.223049126565456390e-02 2.284742658957839012e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+03 4.672808572649955750e-03 1.051721978001296520e-03 4.583423025906085968e-03 2.457553753629326820e-03 4.632475078105926514e-01 9.568145871162414551e-02 4.672807175666093826e-03 1.051721745170652866e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+03 8.309742435812950134e-03 1.740674604661762714e-03 5.859815282747149467e-04 2.043379936367273331e-04 3.793731629848480225e-01 7.652746886014938354e-02 8.309735916554927826e-03 1.740674721077084541e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+03 1.225800067186355591e-02 2.008160809054970741e-03 6.096624420024454594e-04 4.158659139648079872e-04 3.353917300701141357e-01 7.106094807386398315e-02 1.225800253450870514e-02 2.008160576224327087e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+03 1.470601838082075119e-02 2.218072302639484406e-03 2.217978362750727683e-05 1.774172997102141380e-03 3.111768960952758789e-01 6.864779442548751831e-02 1.470601651817560196e-02 2.218072302639484406e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 1.733827590942382812e-02 2.636787481606006622e-03 1.200868155137868598e-05 2.084641164401546121e-04 2.865565121173858643e-01 5.961885303258895874e-02 1.733827590942382812e-02 2.636787714436650276e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+04 1.811348274350166321e-02 2.752550644800066948e-03 4.246801545377820730e-04 1.291179563850164413e-03 2.738965749740600586e-01 5.520040169358253479e-02 1.811347529292106628e-02 2.752551576122641563e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+04 1.860156282782554626e-02 2.679442521184682846e-03 1.386847143294289708e-04 3.662245871964842081e-04 2.589064240455627441e-01 5.307628586888313293e-02 1.860155910253524780e-02 2.679443219676613808e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+04 1.865986548364162445e-02 2.479999093338847160e-03 2.224495619884692132e-05 4.622496362571837381e-06 2.486944943666458130e-01 5.214790254831314087e-02 1.865986734628677368e-02 2.479998860508203506e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+04 1.903755217790603638e-02 2.346252556890249252e-03 1.328168145846575499e-04 1.306277979165315628e-02 2.424853891134262085e-01 5.316835641860961914e-02 1.903755962848663330e-02 2.346252789720892906e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+04 1.877655461430549622e-02 2.159737516194581985e-03 3.069769081776030362e-05 5.787170375697314739e-04 2.296828329563140869e-01 5.299362167716026306e-02 1.877655833959579468e-02 2.159736119210720062e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+04 1.803232729434967041e-02 2.102114260196685791e-03 3.345988458022475243e-03 5.088634788990020752e-03 2.252355217933654785e-01 5.069421604275703430e-02 1.803232543170452118e-02 2.102114958688616753e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+04 1.717057079076766968e-02 2.303840126842260361e-03 4.177796188741922379e-03 5.945364013314247131e-03 2.234001159667968750e-01 5.047231912612915039e-02 1.717056892812252045e-02 2.303840359672904015e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+04 5.388207733631134033e-03 3.352611791342496872e-03 2.661951258778572083e-02 3.355569019913673401e-02 7.578181028366088867e-01 3.087203800678253174e-01 5.388206336647272110e-03 3.352611092850565910e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+04 4.867027048021554947e-03 2.683792030438780785e-03 2.606420591473579407e-02 3.252988308668136597e-02 7.384658455848693848e-01 2.958524525165557861e-01 4.867023788392543793e-03 2.683791564777493477e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+04 4.619806073606014252e-03 2.231769496574997902e-03 2.546159923076629639e-02 3.128989413380622864e-02 7.214530110359191895e-01 2.863552272319793701e-01 4.619807004928588867e-03 2.231769263744354248e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+04 4.561040084809064865e-03 2.074941294267773628e-03 2.479734085500240326e-02 3.225040808320045471e-02 7.018682956695556641e-01 2.688268721103668213e-01 4.561038222163915634e-03 2.074941992759704590e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000000e+04 4.249301739037036896e-03 1.948902965523302555e-03 2.185995131731033325e-02 1.865852624177932739e-02 6.795406937599182129e-01 2.702062129974365234e-01 4.249300807714462280e-03 1.948902965523302555e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000000e+04 3.897339804098010063e-03 1.327852718532085419e-03 1.786093786358833313e-02 9.758134372532367706e-03 6.410500407218933105e-01 1.990120112895965576e-01 3.897341899573802948e-03 1.327851437963545322e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000000e+04 3.757815575227141380e-03 1.394583843648433685e-03 2.050264179706573486e-02 2.067971415817737579e-02 6.228387951850891113e-01 2.227336019277572632e-01 3.757812781259417534e-03 1.394584309309720993e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+04 3.553858026862144470e-03 1.283182064071297646e-03 1.914630830287933350e-02 1.881216280162334442e-02 5.962223410606384277e-01 2.009558528661727905e-01 3.553856397047638893e-03 1.283182413317263126e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000000e+04 3.204564098268747330e-03 9.736221982166171074e-04 1.775383017957210541e-02 1.406022347509860992e-02 5.609441399574279785e-01 1.632054895162582397e-01 3.204563399776816368e-03 9.736225474625825882e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.700000000000000000e+04 3.468598704785108566e-03 8.035214268602430820e-04 1.514659170061349869e-02 7.467087358236312866e-03 5.332370996475219727e-01 1.256855577230453491e-01 3.468599636107683182e-03 8.035211940295994282e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000000e+04 3.832959802821278572e-03 9.701919625513255596e-04 1.169971190392971039e-02 5.920524708926677704e-03 5.122489929199218750e-01 1.097540706396102905e-01 3.832961432635784149e-03 9.701921953819692135e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.900000000000000000e+04 3.765344154089689255e-03 1.066271681338548660e-03 9.640353731811046600e-03 4.551213700324296951e-03 5.011653900146484375e-01 1.044761389493942261e-01 3.765342989936470985e-03 1.066271215677261353e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+04 3.485765308141708374e-03 1.128424890339374542e-03 1.224434655159711838e-02 1.020143507048487663e-03 4.905306100845336914e-01 1.046910136938095093e-01 3.485765308141708374e-03 1.128424657508730888e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.100000000000000000e+04 3.513766219839453697e-03 1.334453001618385315e-03 6.887051742523908615e-03 4.254697822034358978e-03 4.843062460422515869e-01 9.676383435726165771e-02 3.513764124363660812e-03 1.334455679170787334e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000000e+04 3.369817510247230530e-03 1.197022385895252228e-03 7.314827293157577515e-03 2.419443568214774132e-03 4.713312089443206787e-01 9.589228034019470215e-02 3.369819140061736107e-03 1.197022618725895882e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000000e+04 3.676844062283635139e-03 1.212342060171067715e-03 6.577294785529375076e-03 2.036158693954348564e-03 4.606260061264038086e-01 9.279587119817733765e-02 3.676842898130416870e-03 1.212343224324285984e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+04 4.388967994600534439e-03 1.357826869934797287e-03 8.589705685153603554e-04 3.565995022654533386e-02 4.687717854976654053e-01 8.716112375259399414e-02 4.388962406665086746e-03 1.357825472950935364e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+04 4.964141640812158585e-03 1.530516659840941429e-03 4.652686417102813721e-03 1.238708500750362873e-03 4.396430850028991699e-01 8.878023177385330200e-02 4.964143969118595123e-03 1.530517940409481525e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000000e+04 5.258223973214626312e-03 1.580943469889461994e-03 4.510741273406893015e-04 9.283589199185371399e-03 4.370577931404113770e-01 8.331349492073059082e-02 5.258223041892051697e-03 1.580941723659634590e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.700000000000000000e+04 5.324046593159437180e-03 1.690760022029280663e-03 2.984368428587913513e-02 4.576115310192108154e-02 4.139350950717926025e-01 1.226905286312103271e-01 5.324049852788448334e-03 1.690759323537349701e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000000e+04 3.392196493223309517e-03 1.062917523086071014e-03 1.418989733792841434e-03 4.482482373714447021e-02 4.671888053417205811e-01 8.266425877809524536e-02 3.392199054360389709e-03 1.062918105162680149e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.900000000000000000e+04 4.098875913769006729e-03 1.306468504481017590e-03 7.070595864206552505e-03 3.292535198852419853e-03 4.412028789520263672e-01 8.836905658245086670e-02 4.098872188478708267e-03 1.306466409005224705e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+04 1.070177173614501953e+01 1.042855739593505859e+00 7.217555642127990723e-01 5.809792131185531616e-02 9.152231216430664062e+00 4.398921585083007812e+01 1.070177459716796875e+01 1.042856335639953613e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
